BUDGETUNIT,SCHOOLID,SCHOOLNAME,SCHOOLADDR,GOVERNANCE,COLLABORAT,GEOGRAPHIC,MANAGEDBYN,CPSUNIT,1314_NCES,1314_CPS U,1314_ISBE,1314_Oracl,1314_Class,1314_Schoo,1314_S_Typ,1314_Sch_1,1314_Gover,1314_Chart,1314_Grade,1314_Atten,1314_Progr,1314_Ward,1314_Commu,1314_Com_1,1314_IL Se,1314_IL Re,1314_US Co,1314_Geogr,1314_Geo_1,1314_Cook,1314_Censu,X,Y,Location 1
U26721,610226,SANDOVAL,5534 S Saint Louis Ave,District,Network 8,Network 8,Network 8,6430,170993003566,6430,150162990252914,26721,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,14,63,Gage Park,11,22,4,McKinley Park,17,7,170316309003014,-87.710987332165587,41.792346084412756,"5534 S Saint Louis Ave
(41.792346084412, -87.71098733216)"
U25841,610227,WHITNEY,2815 S Komensky Ave,District,Network 7,Network 7,Network 7,6440,170993001157,6440,150162990252513,25841,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,22,30,South Lawndale,12,24,4,Pilsen - Little Village,16,7,170313018032001,-87.725545642378876,41.840080427545359,"2815 S Komensky Ave
(41.840080427545, -87.72554564237)"
U25861,610228,WHITTIER,1900 W 23rd St,District,Network 7,Network 7,Network 7,6450,170993001159,6450,150162990252514,25861,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,7,170318432002060,-87.673391654587888,41.850480887288903,"1900 W 23rd St
(41.850480887288, -87.67339165458)"
U25871,610229,PRITZKER,2009 W Schiller St,District,Network 6,Network 6,Network 6,6460,170993001154,6460,150162990252510,25871,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Selective_Enrollment||Regional_Gifted_Center||Fine_Performing_Arts||Early_Childhood_Program||,1,24,West Town,2,4,5,Near North,10,1,170312414004000,-87.677760981296714,41.907053005323576,"2009 W Schiller St
(41.907053005323, -87.67776098129)"
U25881,610230,WILDWOOD,6950 N Hiawatha Ave,District,Network 1,Network 1,Network 1,6470,170993000898,6470,150162990252516,25881,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,Magnet||IB||,41,12,Forest Glen,8,15,5,Sauganash,28,9,170311201004011,-87.778344861715496,42.007490670229913,"6950 N Hiawatha Ave
(42.007490670229, -87.77834486171)"
U32031,610231,NATIONAL TEACHERS,55 W Cermak Rd,District,Network 6,Network 6,AUSL,6480,170993004722,6480,150162990252924,32031,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Selective_Enrollment||Regional_Gifted_Center||Early_Childhood_Program||,3,33,Near South Side,3,6,7,Bridgeport - Chinatown,18,2,170318410001019,-87.629308330045916,41.85279977036901,"55 W Cermak Rd
(41.852799770369, -87.62930833004)"
U25911,610234,YATES,1839 N Richmond St,District,Network 5,Network 5,Network 5,6510,170993001176,6510,150162990252542,25911,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,35,22,Logan Square,2,4,4,Logan,9,8,170312225001012,-87.700280313037112,41.915038547767075,"1839 N Richmond St
(41.915038547767, -87.70028031303)"
U25921,610235,YOUNG,1434 N Parkside Ave,District,Network 3,Network 3,Network 3,6520,170993001171,6520,150162990252525,25921,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,NA||,29,25,Austin,39,78,7,Austin,25,1,170312506001008,-87.767142845469195,41.906790574578672,"1434 N Parkside Ave
(41.906790574578, -87.76714284546)"
U25931,610237,BEETHOVEN,25 W 47th St,District,Network 9,Network 9,Network 9,6540,170993000602,6540,150162990252079,25931,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313817001000,-87.627136805324781,41.809134757892551,"25 W 47th St
(41.809134757892, -87.62713680532)"
U25941,610238,BOND,7050 S May St,District,Network 11,Network 11,Network 11,6550,170993000611,6550,150162990252088,25941,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,17,68,Englewood,16,32,1,Englewood,4,2,170316811005015,-87.653017786354482,41.765360566683889,"7050 S May St
(41.765360566683, -87.65301778635)"
U25951,610239,DALEY,5024 S Wolcott Ave,District,Network 8,Network 8,Network 8,6560,170993004913,6560,150162990252837,25951,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,16,61,New City,1,2,3,McKinley Park,17,7,170316114002002,-87.672206401902031,41.802342868311868,"5024 S Wolcott Ave
(41.802342868311, -87.67220640190)"
U25991,610242,BRENNEMANN,4251 N Clarendon Ave,District,Network 2,Network 2,Network 2,6600,170993000616,6600,150162990252093,25991,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Fine_Performing_Arts||Early_Childhood_Program||,46,3,Uptown,6,12,9,Ravenswood,30,10,170310314001001,-87.649749164847734,41.959984155589474,"4251 N Clarendon Ave
(41.959984155589, -87.64974916484)"
U41051,610244,CLARK HS,5101 W Harrison St,District,Network 3,Network 3,Network 3,6620,170993001210,6620,150162990250827,41051,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Magnet||ECSS||STEM||,24,25,Austin,4,8,7,Austin,25,2,170318314001006,-87.753324871925045,41.872885005690222,"5101 W Harrison St
(41.872885005690, -87.75332487192)"
U41061,610245,DOUGLASS HS,543 N Waller Ave,District,Network 3,Network 3,Network 3,6630,170993005789,6630,150162990250831,41061,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,JROTC||,29,25,Austin,39,78,7,Austin,25,1,170312514002006,-87.767668456104204,41.890368630242563,"543 N Waller Ave
(41.890368630242, -87.76766845610)"
U29321,610246,BEASLEY,5255 S State St,District,Network 9,Network 9,Network 9,6660,170993000668,6660,150162990252800,29321,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet||Selective_Enrollment||Regional_Gifted_Center||Math_Science||Early_Childhood_Program||,3,40,Washington Park,3,5,7,Bronzeville,15,2,170318361001008,-87.625691578675344,41.798464960214652,"5255 S State St
(41.798464960214, -87.62569157867)"
U45211,610248,CHICAGO ACAD ES,3400 N Austin Ave,District,Network 1,Network 1,AUSL,6670,170993004286,6670,150162990252920,45211,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,38,17,Dunning,20,39,5,Reed-Dunning,24,12,170311711001012,-87.778186803208996,41.943055919845506,"3400 N Austin Ave
(41.943055919845, -87.77818680320)"
U26781,610249,TALMAN,5450 S Talman Ave,District,Network 8,Network 8,Network 8,6680,170993004726,6680,150162990252926,26781,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,14,63,Gage Park,1,1,4,McKinley Park,17,7,170316305003012,-87.69026083932458,41.794048051232735,"5450 S Talman Ave
(41.794048051232, -87.69026083932)"
U30101,610250,SALAZAR,160 W Wendell St,District,Network 6,Network 6,Network 6,6720,170993001215,6720,150162990252706,30101,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,43,8,Near North Side,5,9,7,Loop,1,2,170310810005000,-87.633632434374277,41.901416534711728,"160 W Wendell St
(41.901416534711, -87.63363243437)"
U26021,610251,CATHER,2908 W Washington Blvd,District,Network 5,Network 5,Network 5,6730,170993000656,6730,150162990252127,26021,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,2,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170318371002030,-87.699187008601683,41.882949924974504,"2908 W Washington Blvd
(41.882949924974, -87.69918700860)"
U26031,610252,DETT,2131 W Monroe St,District,Network 6,Network 6,Network 6,6740,170993000695,6740,150162990252154,26031,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,2,28,Near West Side,5,10,7,Near West,23,1,170318380001012,-87.680314966883827,41.879869821305192,"2131 W Monroe St
(41.879869821305, -87.68031496688)"
U26051,610254,DVORAK TECH ACAD,3615 W 16th St,District,Network 5,Network 5,Network 5,6760,170993000737,6760,150162990252179,26051,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Technology||Early_Childhood_Program||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170312922002002,-87.715743571328261,41.858883446918526,"3615 W 16th St
(41.858883446918, -87.71574357132)"
U26061,610256,ROBINSON,4225 S Lake Park Ave,District,Network 9,Network 9,OS4,6780,170993000694,6780,150162990252724,26061,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-3rd,Early_Childhood_Program||,4,36,Oakland,13,26,7,Bronzeville,15,3,170318364001018,-87.599066771335643,41.817349327402326,"4225 S Lake Park Ave
(41.817349327402, -87.59906677133)"
U26091,610257,MORTON,431 N Troy St,District,Network 5,Network 5,AUSL,6800,170993004956,6800,150162990252844,26091,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318367002042,-87.705107830222957,41.889178134889562,"431 N Troy St
(41.889178134889, -87.70510783022)"
U26141,610263,DULLES,6311 S Calumet Ave,District,Network 9,Network 9,AUSL,6860,170993000682,6860,150162990252175,26141,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,20,69,Greater Grand Crossing,3,5,1,Woodlawn,13,2,170318425001001,-87.617214179324193,41.779900494180858,"6311 S Calumet Ave
(41.779900494180, -87.61721417932)"
U26191,610268,ASHE,8505 S Ingleside Ave,District,Network 12,Network 12,OS4,6900,170993001071,6900,150162990252437,26191,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,NA||,8,44,Chatham,17,33,1,Chatham,12,4,170314401021011,-87.60117440816515,41.740183791387381,"8505 S Ingleside Ave
(41.740183791387, -87.60117440816)"
U26201,610269,MCCUTCHEON,4865 N Sheridan Rd,District,Network 2,Network 2,Network 2,6910,170993000956,6910,150162990252344,26201,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,48,3,Uptown,7,13,9,Ravenswood,30,10,170310313004002,-87.654758448173098,41.970949083243781,"4865 N Sheridan Rd
(41.970949083243, -87.65475844817)"
U29341,610271,JENSEN,3030 W Harrison St,District,Network 5,Network 5,Network 5,6920,170993000875,6920,150162990252288,29341,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet||Math_Science||Technology||Early_Childhood_Program||,28,27,East Garfield Park,5,9,7,Garfield - West Humboldt,20,2,170312712001038,-87.702241052813051,41.873814947895596,"3030 W Harrison St
(41.873814947895, -87.70224105281)"
U26231,610274,JOHNSON,1420 S Albany Ave,District,Network 5,Network 5,AUSL,6940,170993000880,6940,150162990252290,26231,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318431001020,-87.703138762357582,41.861836192143286,"1420 S Albany Ave
(41.861836192143, -87.70313876235)"
U26251,610276,MOLLISON,4415 S Dr Martin L King Jr Dr,District,Network 9,Network 9,Network 9,6950,170993000966,6950,150162990252354,26251,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||IB||Early_Childhood_Program||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170318360001004,-87.616617944397504,41.814358283470426,"4415 S Dr Martin L King Jr Dr
(41.814358283470, -87.61661794439)"
U26281,610279,TANNER,7350 S Evans Ave,District,Network 12,Network 12,Network 12,6970,170993001044,6970,150162990252479,26281,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,6,69,Greater Grand Crossing,17,34,1,Chatham,12,3,170316909002002,-87.606791034930808,41.760672635612394,"7350 S Evans Ave
(41.760672635612, -87.60679103493)"
U26291,610281,POWELL,7511 S South Shore Dr,District,Network 12,Network 12,Network 12,7010,170993001213,7010,150162990252785,26291,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,NA||,7,43,South Shore,13,25,2,South Shore,11,4,170314314002001,-87.55678924866028,41.760331800469807,"7511 S South Shore Dr
(41.760331800469, -87.55678924866)"
U26301,610282,MCNAIR,4820 W Walton St,District,Network 3,Network 3,Network 3,7040,170993001191,7040,150162990252634,26301,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,37,25,Austin,4,8,7,Austin,25,1,170312510001027,-87.7467307789736,41.897819069725792,"4820 W Walton St
(41.897819069725, -87.74673077897)"
U22071,610284,NEW FIELD,1707 W Morse Ave,District,Network 2,Network 2,Network 2,7060,170993005687,7060,150162990252930,22071,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Comprehensive_Gifted_Program||Early_Childhood_Program||,49,1,Rogers Park,7,14,9,Ravenswood,30,13,170310107022009,-87.67316832831041,42.007702571152358,"1707 W Morse Ave
(42.007702571152, -87.67316832831)"
U66301,610555,BANNER ACADEMY WEST HS,5035 W North Ave,ALOP,Network 3,Network 3,Options,8685,170993006174,8685,150162990253793,66301,Option,ALOP,Alternative/District,HS,District,,HS,10th-12th,,37,25,Austin,4,8,7,Austin,25,1,170312511003008,-87.752391167363555,41.909461936611173,"5035 W North Ave
(41.909461936611, -87.75239116736)"
U32081,610287,ASHBURN,8300 S St Louis Ave,District,Network 10,Network 10,Network 10,7100,170993004718,7100,150162990252922,32081,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Comprehensive_Gifted_Program||Early_Childhood_Program||,18,70,Ashburn,16,31,1,Ashburn,6,3,170317004011065,-87.709609681859234,41.742350567252601,"8300 S St Louis Ave
(41.742350567252, -87.70960968185)"
U26321,610290,MAYS,6656 S Normal Blvd,District,Network 11,Network 11,Network 11,7150,170993000651,7150,150162990252802,26321,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Comprehensive_Gifted_Program||Early_Childhood_Program||,6,68,Englewood,3,6,1,Englewood,4,2,170316809003015,-87.637277347213441,41.772727497775847,"6656 S Normal Blvd
(41.772727497775, -87.63727734721)"
U26331,610291,LEE,6448 S Tripp Ave,District,Network 10,Network 10,Network 10,7170,170993001214,7170,150162990252703,26331,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,13,65,West Lawn,11,22,3,Chicago Lawn,8,11,170316503011016,-87.728884292478327,41.775305387665313,"6448 S Tripp Ave
(41.775305387665, -87.72888429247)"
U26351,610293,MELODY,3937 W Wilcox St,District,Network 5,Network 5,Network 5,7190,170993000963,7190,150162990252352,26351,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||STEM||,28,26,West Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170312608001012,-87.724661230983983,41.878798932319469,"3937 W Wilcox St
(41.878798932319, -87.72466123098)"
U31251,610295,HIGGINS,11710 S Morgan St,District,Network 13,Network 13,Network 13,7210,170993000855,7210,150162990252266,31251,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Fine_Performing_Arts||Early_Childhood_Program||,34,53,West Pullman,14,27,1,Far South Side,22,5,170315303002019,-87.646994037517189,41.681031370605616,"11710 S Morgan St
(41.681031370605, -87.64699403751)"
U29361,610298,LENART,8101 S LaSalle St,District,Network 11,Network 11,Network 11,7240,170993005269,7240,150162990252856,29361,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Selective_Enrollment||Regional_Gifted_Center||Early_Childhood_Program||,21,44,Chatham,17,34,1,Auburn Gresham,5,4,170318424001029,-87.628040362972087,41.747185918489684,"8101 S LaSalle St
(41.747185918489, -87.62804036297)"
U26371,610299,KING,644 W 71st St,District,Network 11,Network 11,Network 11,7250,170993000856,7250,150162990252267,26371,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,6,68,Englewood,16,32,1,Englewood,4,3,170316812001010,-87.641334540228399,41.765334979958169,"644 W 71st St
(41.765334979958, -87.64133454022)"
U26381,610300,WESTCOTT,409 W 80th St,District,Network 11,Network 11,Network 11,7260,170993001151,7260,150162990252507,26381,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Comprehensive_Gifted_Program||Early_Childhood_Program||,21,44,Chatham,16,31,1,Auburn Gresham,5,3,170318424003022,-87.634750516097426,41.748868225739457,"409 W 80th St
(41.748868225739, -87.63475051609)"
U55011,610304,PHOENIX MILITARY HS,145 S Campbell Ave,District,Network 6,Network 6,Military,7310,170993004715,7310,150162990250803,55011,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,Military||,2,28,Near West Side,5,10,7,Near West,23,1,170312808001010,-87.686960218512027,41.879118231460922,"145 S Campbell Ave
(41.879118231460, -87.68696021851)"
U26391,610305,LELAND,512 S Lavergne Ave,District,Network 3,Network 3,Network 3,7320,170993000730,7320,150162990252714,26391,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Math_Science||Technology||Childrens_Engineering||World_Language||Early_Childhood_Program||STEM||,29,25,Austin,4,8,7,Austin,25,1,170312522013012,-87.749275554436764,41.873586780594295,"512 S Lavergne Ave
(41.873586780594, -87.74927555443)"
U30121,610308,RUDOLPH,110 N Paulina St,District,Network 6,Network 6,Network 6,7350,170993004382,7350,150162990253735,30121,CPS,Regular,"District, Special Ed.",ES,District,,ES,PK-8th,Early_Childhood_Program||,27,28,Near West Side,5,10,7,Near West,23,1,170312804001034,-87.669476709009999,41.883568168546518,"110 N Paulina St
(41.883568168546, -87.66947670901)"
U26421,610312,MCDOWELL,1419 E 89th St,District,Network 12,Network 12,Network 12,7390,170993000839,7390,150162990252737,26421,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Specific_Aptitude||Early_Childhood_Program||,8,48,Calumet Heights,17,33,1,South Shore,11,4,170314803001006,-87.589589498961075,41.733132313679093,"1419 E 89th St
(41.733132313679, -87.58958949896)"
U31261,610313,DIEGO,1313 N Claremont Ave,District,Network 5,Network 5,Network 5,7420,170993000643,7420,150162990252825,31261,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Comprehensive_Gifted_Program||Specific_Aptitude||Early_Childhood_Program||IB||,1,24,West Town,2,4,5,Humboldt Park,21,12,170312412002011,-87.685756203358153,41.905293853823729,"1313 N Claremont Ave
(41.905293853823, -87.68575620335)"
U26431,610315,WHITE,1136 W 122nd St,District,Network 13,Network 13,Network 13,7440,170993000801,7440,150162990252729,26431,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,Early_Childhood_Program||,34,53,West Pullman,14,27,1,Far South Side,22,5,170315304001014,-87.650538541870674,41.672309406994103,"1136 W 122nd St
(41.672309406994, -87.65053854187)"
U26441,610316,EARHART,1710 E 93rd St,District,Network 12,Network 12,Network 12,7450,170993000859,7450,150162990252743,26441,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,NA||,8,48,Calumet Heights,17,33,2,South Shore,11,4,170314804004019,-87.58218173800735,41.726107455942213,"1710 E 93rd St
(41.726107455942, -87.58218173800)"
U26451,610317,BRIGHTON PARK,3825 S Washtenaw Ave,District,Network 8,Network 8,Network 8,7470,170993005486,7470,150162990252870,26451,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,12,58,Brighton Park,11,21,4,McKinley Park,17,7,170315801002010,-87.692076929504523,41.823900000855581,"3825 S Washtenaw Ave
(41.823900000855, -87.69207692950)"
U26461,610319,EVERGREEN MS,3537 S Paulina St,District,Network 8,Network 8,Network 8,7490,170993005489,7490,150162990252873,26461,CPS,Regular,"District, non-alternative",MS,District,,ES,6th-8th,NA||,11,59,Mckinley Park,1,2,3,McKinley Park,17,11,170315907002018,-87.667816511708722,41.829355619324275,"3537 S Paulina St
(41.829355619324, -87.66781651170)"
U41081,610321,"MARSHALL, T MS",3900 N Lawndale Ave,District,Network 1,Network 1,Network 1,7520,170993000389,7520,150162990252882,41081,CPS,Regular,"District, non-alternative",MS,District,,ES,7th-8th,NA||,39,16,Irving Park,20,40,4,Albany Irving,27,8,170311609001005,-87.719988116649603,41.952491861023645,"3900 N Lawndale Ave
(41.952491861023, -87.71998811664)"
U46491,610323,BOWEN HS,2710 E 89th St,District,Network 12,Network 12,OS4,7540,170993005072,7540,150162990250824,46491,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,AVID||JROTC||CTE_Neighborhood||,7,46,South Chicago,13,26,2,South Shore,11,4,170314606001016,-87.557550033986274,41.734626720922137,"2710 E 89th St
(41.734626720922, -87.55755003398)"
U41091,610325,LOGANDALE MS,3212 W George St,District,Network 4,Network 4,Network 4,7560,170993000048,7560,150162990252881,41091,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,35,21,Avondale,20,40,4,Logan,9,8,170312106021000,-87.708040876634541,41.933970196160587,"3212 W George St
(41.933970196160, -87.70804087663)"
U31281,610329,OROZCO,1940 W 18th St,District,Network 7,Network 7,Network 7,7610,170993004954,7610,150162990252842,31281,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,Magnet_Cluster||Selective_Enrollment||ELL_Regional_Gifted_Center||Fine_Performing_Arts||Early_Childhood_Program||,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,7,170313109001002,-87.675210459050589,41.857754810032432,"1940 W 18th St
(41.857754810032, -87.67521045905)"
U46471,610334,RABY HS,3545 W Fulton Blvd,District,Network 5,Network 5,OS4,7690,170993005075,7690,150162990250826,46471,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,CTE_CCA||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,1,170318368001018,-87.715423119719887,41.886210060005155,"3545 W Fulton Blvd
(41.886210060005, -87.71542311971)"
U26521,610339,STAGG,7424 S Morgan St,District,Network 11,Network 11,AUSL,7760,170993001102,7760,150162990252464,26521,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,17,68,Englewood,16,31,1,Englewood,4,3,170316814003012,-87.649216693294122,41.758924732637205,"7424 S Morgan St
(41.758924732637, -87.64921669329)"
U46481,610340,CHGO ACAD HS,3400 N Austin Ave,District,Network 1,Network 1,AUSL,7770,170993005061,7770,150162990250820,46481,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,38,17,Dunning,20,39,5,Reed-Dunning,24,12,170311711001012,-87.776846565969592,41.943054491131235,"3400 N Austin Ave
(41.943054491131, -87.77684656596)"
U29371,610342,SABIN,2216 W Hirsch St,District,Network 5,Network 5,Network 5,7790,170993004916,7790,150162990252828,29371,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,Magnet||World_Language||,1,24,West Town,2,4,5,Humboldt Park,21,12,170312412001006,-87.683049942289372,41.906815810172013,"2216 W Hirsch St
(41.906815810172, -87.68304994228)"
U26541,610345,WOODSON,4414 S Evans Ave,District,Network 9,Network 9,Network 9,7820,170993001163,7820,150162990252521,26541,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,3,38,Grand Boulevard,13,26,1,Bronzeville,15,3,170318360003014,-87.608418768624574,41.814498796220704,"4414 S Evans Ave
(41.814498796220, -87.60841876862)"
U31301,610347,CLAREMONT,2300 W 64th St,District,Network 10,Network 10,Network 10,7830,170993005109,7830,150162990252936,31301,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Technology||Early_Childhood_Program||,15,66,Chicago Lawn,3,6,7,Chicago Lawn,8,2,170316607001003,-87.681061197096312,41.777510508201829,"2300 W 64th St
(41.777510508201, -87.68106119709)"
U29381,610350,BLACK,9101 S Euclid Ave,District,Network 12,Network 12,Network 12,7860,170993000609,7860,150162990252086,29381,CPS,Regular,"District, non-alternative",ES,District,,ES,K-8th,Magnet||Math_Science||Specific_Aptitude||,8,48,Calumet Heights,17,33,2,South Shore,11,4,170314804005007,-87.576642951324573,41.729692361725093,"9101 S Euclid Ave
(41.729692361725, -87.57664295132)"
U26831,610352,DURKIN PARK,8445 S Kolin Ave,District,Network 10,Network 10,Network 10,7870,170993005690,7870,150162990252933,26831,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,18,70,Ashburn,16,32,1,Ashburn,6,11,170317003022006,-87.729955292635978,41.738843941326721,"8445 S Kolin Ave
(41.738843941326, -87.72995529263)"
U26821,610353,CALMECA,3456 W 38th St,District,Network 8,Network 8,Network 8,7880,170993005691,7880,150162990252934,26821,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,12,58,Brighton Park,11,21,4,McKinley Park,17,7,170315803001005,-87.711653640209249,41.824377327819022,"3456 W 38th St
(41.824377327819, -87.71165364020)"
U26841,610354,NORTH RIVER,4416 N Troy St,District,Network 1,Network 1,Network 1,7890,170993005692,7890,150162990252935,26841,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,33,14,Albany Park,20,40,4,Albany Irving,27,8,170311408004013,-87.707150728578355,41.961721056992189,"4416 N Troy St
(41.961721056992, -87.70715072857)"
U30141,610355,COURTENAY,4420 N Beacon St,District,Network 2,Network 2,Network 2,7910,170993000914,7910,150162990252921,30141,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,46,3,Uptown,7,13,9,Ravenswood,30,10,170310317004005,-87.663852963019536,41.962307772432069,"4420 N Beacon St
(41.962307772432, -87.66385296301)"
U46461,610357,SPRY HS,2400 S Marshall Blvd,District,Network 7,Network 7,Network 7,7930,170993005677,7930,150162990250818,46461,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,12,30,South Lawndale,11,21,4,Pilsen - Little Village,16,7,170313011001004,-87.698946106267229,41.847761695317772,"2400 S Marshall Blvd
(41.847761695317, -87.69894610626)"
U26591,610362,EVERS,9811 S Lowe Ave,District,Network 11,Network 11,Network 11,7990,170993000757,7990,150162990252193,26591,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||Fine_Performing_Arts||Early_Childhood_Program||,21,73,Washington Heights,14,27,1,Auburn Gresham,5,4,170317305004031,-87.639305468609052,41.715665358110833,"9811 S Lowe Ave
(41.715665358110, -87.63930546860)"
U29401,610363,DISNEY,4140 N Marine Dr,District,Network 2,Network 2,Network 2,8000,170993000709,8000,150162990252160,29401,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet||Comprehensive_Gifted_Program||Fine_Performing_Arts||Technology||Early_Childhood_Program||,46,3,Uptown,6,12,9,Ravenswood,30,10,170310314002004,-87.646082743830789,41.956816131181661,"4140 N Marine Dr
(41.956816131181, -87.64608274383)"
U26601,610364,DUBOIS,330 E 133rd St,District,Network 13,Network 13,Network 13,8010,170993000731,8010,150162990252173,26601,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Magnet_Cluster||World_Language||Early_Childhood_Program||,9,54,Riverdale,15,29,2,Far South Side,22,5,170315401012002,-87.6143200102251,41.653732981875613,"330 E 133rd St
(41.653732981875, -87.61432001022)"
U26621,610366,WACKER,9746 S Morgan St,District,Network 11,Network 11,Network 11,8030,170993001141,8030,150162990252497,26621,CPS,Regular,"District, non-alternative",ES,District,,ES,PK-8th,Early_Childhood_Program||,21,73,Washington Heights,14,27,1,Auburn Gresham,5,4,170317304003008,-87.648044323538784,41.716193296165386,"9746 S Morgan St
(41.716193296165, -87.64804432353)"
